Unnamed: 0,Context,Verb.form,Recipient,Theme,morph_case
1164,giving me .  andrew's liver salts,giving,me,andrew's liver salts,dat
1165,given her any back pay .,given,her,any back pay,dat
1166,give her the words and things that she needed,give,her,the words and things that she needed,dat
1167,give me a ride into town,give,me,a ride into town,dat
1168,give our children . a global perspective,give,our children,a global perspective,dat
1169,gives them a much wider perspective of . of the world,gives,them,a much wider perspective of the world,dat
1170,give us a month break .,give,us,a month break,dat
1171,give them things,give,them,things,dat
1172,gave him a lift,gave,him,a lift,dat
1173,gave him a ride .,gave,him,a ride,dat
1174,give us your cup,give,us,your cup,dat
1175,give us an education,give,us,an education,dat
1176,giving the boys another demonstration .,giving,the boys,another demonstration,dat
1177,give them a lesson in how to cast a rod -,give,them,a lesson in how to cast a rod,dat
1178,give you fifteen minutes,give,you,fifteen minutes,dat
1179,give her a ring,give,her,a ring,dat
1180,give us an invercargill telephone book,give,us,an invercargill telephone book,dat
1181,given you a plate,given,you,a plate,dat
1182,give you her tel~ telephone  number,give,you,her telephone number,dat
1183,give you that,give,you,that,dat
1184,given you the wrong one,given,you,the wrong one,dat
1185,gave us enough work to do,gave,us,enough work to do,dat
1186,gave it an extra clean,gave,it,an extra clean,dat
1187,gave him the job . feeding in the .  hauraki battery .,gave,him,the job feeding in the hauraki battery,dat
1188,given me these shares,given,me,these shares,dat
1189,give them e~ evidence on the practical working of cyaniding .,give,them,evidence on the practical working of cyaniding,dat
1190,give them ten percent .  of the gold you get .,give,them,ten percent of the gold you get,dat
1191,give them ten thousand pounds,give,them,ten thousand pounds,dat
1192,give you measured section,give,you,measured section,dat
1193,give yourself half wages -,give,yourself,half wages,dat
1194,gave me the thumbs up .,gave,me,the thumbs up,dat
1195,giving them very much time to spend with their animal .,giving,them,very much time to spend with their animal,dat
1196,gives me hassels about it,gives,me,hassles about it,dat
1197,gives me a light bulb,gives,me,a light bulb,dat
1198,give you a replacement,give,you,a replacement,dat
1199,gave him exercise,gave,him,exercise,dat
1200,give it a go,give,it,a go,dat
1201,gave her a cuppa tea,gave,her,a cuppa tea,dat
1202,gave him all my old notes,gave,him,all my old notes,dat
1203,give me my stereo -,give,me,my stereo,dat
1204,gave me that face,gave,me,that face,dat
1205,give me dead legs,give,me,dead legs,dat
1206,gave me his number .,gave,me,his number,dat
1207,gave him a piece of <ha> paper,gave,him,a piece of paper,dat
1208,give him my number,give,him,my number,dat
1209,give me a card or something,give,me,a card or something,dat
1210,give me a little bit extra --,give,me,a little bit extra,dat
1211,give you my number,give,you,my number,dat
1212,gave me a really nice l~ necklace and bracelet .,gave,me,a really nice necklace and bracelet,dat
1213,gave me a stereo and a trip to australia .,gave,me,a stereo and a trip to australia,dat
1214,gave me um . like a half yard glass .,gave,me,like a half yard glass,dat
1215,gave me this certificate .,gave,me,this certificate,dat
1216,give it a go .,give,it,a go,dat
1217,give me encouragement,give,me,encouragement,dat
1218,give you another job .,give,you,another job,dat
1219,give you only five percent or something,give,you,only five percent or something,dat
1220,giving you praise for ev~ everything,giving,you,praise for everything,dat
1221,give him a surprise,give,him,a surprise,dat
1222,give me a hand ?,give,me,a hand,dat
1223,giving me a hand,giving,me,a hand,dat
1224,give you the overload .,give,you,the overload,dat
1225,gave everyone advice,gave,everyone,advice,dat
1226,gave it more of a colouring than a flavour .,gave,it,more of a colouring than a flavour,dat
1227,give her nothink,give,her,nothing,dat
1228,give me somethink,give,me,something,dat
1229,gave us his phone number,gave,us,his phone number,dat
1230,give her a balloon,give,her,a balloon,dat
1231,give her the bottle,give,her,the bottle,dat
1232,gave him as good as what . she got,gave,him,as good as what she got,dat
1233,gave terry a call,gave,terry,a call,dat
1234,give us a call,give,us,a call,dat
1235,give you my number,give,you,my number,dat
1236,give her a ring,give,her,a ring,dat
1237,gave me a bit more um leverage .,gave,me,a bit more leverage,dat
1238,given me that extra incentive,given,me,that extra incentive,dat
1239,give them s incentive,give,them,incentive,dat
1240,gave me a lift out there,gave,me,a lift out there,dat
1241,gave me a b~ a basic . basic . introduction to how these people wanted what they wanted .,gave,me,a basic introduction to how these people wanted what they wanted,dat
1242,gave them a basic . thing .,gave,them,a basic thing,dat
1243,gave me two hundred dollars,gave,me,two hundred dollars,dat
1244,gives you  a wee bit more variety,gives,you,a wee bit more variety,dat
1245,give mame the worst horse in the whole place,give,mame,the worst horse in the whole place,dat
1246,give me a break,give,me,a break,dat
1247,give them work and stuff .,give,them,work and stuff,dat
1248,given me all of her books on her bookshelf,given,me,all of her books on her bookshelf,dat
1249,give him a  tow,give,him,a tow,dat
1250,give me any money,give,me,any money,dat
1251,giving michelle a year .,giving,michelle,a year,dat
1252,gave mum a fright,gave,mum,a fright,dat
1253,give you an appointment,give,you,an appointment,dat
1254,gave me a a interview,gave,me,a interview,dat
1255,gave me a lot of feedback,gave,me,a lot of feedback,dat
1256,give you a plastic bag full of milk -,give,you,a plastic bag full of milk,dat
1257,give you an apple .,give,you,an apple,dat
1258,give you fifty p,give,you,fifty p,dat
1259,give me grandchildren ---,give,me,grandchildren,dat
1260,giving me indigestion,giving,me,indigestion,dat
1261,give him a wee bit of prompting,give,him,a wee bit of prompting,dat
1262,gave me a crystal or something .,gave,me,a crystal or something,dat
1263,gave him five hundred and forty,gave,him,five hundred and forty,dat
1264,gave him the books,gave,him,the books,dat
1265,give you a friggin assignment,give,you,a friggin assignment,dat
1266,give them a try,give,them,a try,dat
1267,giving us a um . tour of their house,giving,us,a tour of their house,dat
1268,giving you one ,giving,you,one,dat
1269,gave her a years absence.,gave,her,a year's absence,dat
1270,gave her a years leave of absence,gave,her,a year's leave of absence,dat
1271,gives me lots of food,gives,me,lots of food,dat
1272,giving her morphine elixir,giving,her,morphine elixir,dat
1273,gave us chewing gum,gave,us,chewing gum,dat
1274,give you a job,give,you,a job,dat
1275,giving them enough homework,giving,them,enough homework,dat
1276,give them the opportunities,give,them,the opportunities,dat
1277,give me the support that they gave tim,give,me,the support that they gave tim,dat
1278,give mum quite a bit of shit,give,mum,quite a bit of shit,dat
1279,give people the impression that you really know what you do,give,people,the impression that you really know what you do,dat
1280,gave you a little wee badge .,gave,you,a little wee badge,dat
1281,gave her some bruises .,gave,her,some bruises,dat
1282,given us all these instructions,given,us,all these instructions,dat
1283,give you time to cope with the pain .,give,you,time to cope with the pain,dat
1284,gave me the wrong impression,gave,me,the wrong impression,dat
1285,give me a cuddle,give,me,a cuddle,dat
1286,gave them too much ,gave,them,too much,dat
