Line,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
<oh okay> and I don't want to show them the message .,show them the message .,show,them,Def,pronoun,Anim,the message,Def,non,Inanim
<oh> I'd rather tell them the message <right okay>,tell them the message,tell,them,Def,pronoun,Anim,the message,Def,non,Inanim
she goes oh I need to tell you something Katrina I thought oh what ?   he,tell you something,tell,you,Def,pronoun,Anim,something,Indef,non,Inanim
he taught me a lot actually,taught me a lot,taught,me,Def,pronoun,Anim,a lot,Indef,non,Inanim
tell you stories and and he often told you um . tales about the neighbour -,tell you stories,tell,you,Def,pronoun,Anim,stories,Indef,non,Inanim
tell you stories and and he often told you um . tales about the neighbour -,told you um . tales about the neighbour -,told,you,Def,pronoun,Anim,tales about the neighbour,Indef,non,Inanim
yeah and um . but sometimes he'd tell me history . about when he first .,tell me history . about when he first .   was on the farm and when he first met Granny .,tell,me,Def,pronoun,Anim,history about when he first was on the farm and when he first met Granny,Indef,non,Inanim
and he gave me a a interview over the phone .,gave me a a interview,gave,me,Def,pronoun,Anim,a interview,Indef,non,Inanim
and I better be a grandmother by then too they better give me grandchildren <> ---,give me grandchildren <> ---,give,me,Def,pronoun,Anim,grandchildren,Indef,non,Anim
McDonald's and excuse me the baby's giving me indigestion,giving me indigestion,giving,me,Def,pronoun,Anim,indigestion,Indef,non,Inanim
so if you ask me to go into it I can't tell you exactly what he does he does,tell you exactly what he does,tell,you,Def,pronoun,Anim,exactly what he does,Indef,non,Inanim
um teaching people how or whether or you know to cross rivers . <mmm hmm>,teaching people how or whether or you know to cross rivers .,teaching,people,Indef,non,Anim,how or whether to cross rivers,Indef,non,Inanim
and um so I made it my first thing when I was first on the course not to tell anyone my age ? -,tell anyone my age ? -,tell,anyone,Indef,non,Anim,my age,Def,non,Inanim
but yeah gave me a lot of feedback and it was really interesting -,gave me a lot of feedback,gave,me,Def,pronoun,Anim,a lot of feedback,Indef,non,Inanim
I got something mum gave me a chrystal or something .,gave me a crystal or something .,gave,me,Def,pronoun,Anim,a crystal or something,Indef,non,Inanim
apply away for it and its a computer disc and it teaches them how to count,teaches them how to count,teaches,them,Def,pronoun,Anim,how to count,Indef,non,Inanim
I sat there for an hour and taught him how to count to 100?,taught him how to count to 100?,taught,him,Def,pronoun,Anim,how to count to 100,Indef,non,Inanim
and um just taught him how to count,taught him how to count,taught,him,Def,pronoun,Anim,how to count,Indef,non,Inanim
by himself like I had to give him a wee bit of prompting <yeah>,give him a wee bit of prompting,give,him,Def,pronoun,Anim,a wee bit of prompting,Indef,non,Inanim
ahh good on you yeah teaches to you something -,teaches you something -,teaches,you,Def,pronoun,Anim,something,Indef,non,Inanim
cause he couldn't find you know and I gave him the books and .,gave him the books,gave,him,Def,pronoun,Anim,the books,Def,non,Inanim
why not? they give you a friggin assignment,give you a friggin assignment,give,you,Def,pronoun,Anim,a friggin assignment,Indef,non,Inanim
she gave him five hundred and forty so,gave him five hundred and forty,gave,him,Def,pronoun,Anim,five hundred and forty,Indef,non,Inanim
/that's why I want/ to teach him computers .,teach him computers .,teach,him,Def,pronoun,Anim,computers,Indef,non,Inanim
you're not very sure about and you think well we'll give them a try,give them a try,give,them,Def,pronoun,Anim,a try,Indef,non,Inanim
but yeah Matt was giving us a um . tour of their house on Tuesday night .,giving us a um . tour of their house,giving,us,Def,pronoun,Anim,a tour of their house,Indef,non,Inanim
<yeah> and um . he showed us all the um,showed us all the um rooms,showed,us,Def,pronoun,Anim,all the rooms,Def,non,Inanim
that he'd told her that . that he was <oh>,told her that .,told,her,Def,pronoun,Anim,that,Def,pronoun,Inanim
and he goes I'm not g and she said I'm not giving you one,giving you one,giving,you,Def,pronoun,Anim,one,Def,pronoun,Anim
well they gave her a years leave of absence anyway,gave her a years leave of absence,gave,her,Def,pronoun,Anim,a years leave of absence,Indef,non,Inanim
but they gave her a years absence.,gave her a years absence.,gave,her,Def,pronoun,Anim,a years absence,Indef,non,Inanim
and gives me lots of food and so.,gives me lots of food,gives,me,Def,pronoun,Anim,lots of food,Indef,non,Inanim
been giving her morphine elixir once a day,giving her morphine elixir,giving,her,Def,pronoun,Anim,morphine elixir,Indef,non,Inanim
I'll have to show you the photos,show you the photos,show,you,Def,pronoun,Anim,the photos,Def,non,Inanim
but hmm you didn't tell me that when we drew up budget -,tell me that,tell,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
and she never really told him why,told him why,told,him,Def,pronoun,Anim,why,Indef,non,Inanim
<yip> but um Dad sent me these photos,sent me these photos,sent,me,Def,pronoun,Anim,these photos,Def,non,Inanim
I shouldn't tell you that you know,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and um they gave us chewing gum,gave us chewing gum,gave,us,Def,pronoun,Anim,chewing gum,Indef,non,Inanim
where it tells you the genre of the CD you've just put in the computer and it came up again and again alternative alternative alternative <um>,tells you the genre of the CD you've just put in the computer,tells,you,Def,pronoun,Anim,the genre of the CD you 've just put in the computer,Def,non,Inanim
I can tell you lots of who I haven't read I've never read any say Steven King or or any of those guys that are really big sellers I just um find their stuff really well,tell you lots of who I haven't read,tell,you,Def,pronoun,Anim,lots of who I have n't read,Indef,non,Inanim
otherwise um - I otherwise it's like you're hanging around wanting them to give you a job and that's not really what I want <uhuh> yeah yeah but,give you a job,give,you,Def,pronoun,Anim,a job,Indef,non,Inanim
it was other people who told me how lucky I was to be alive <yeah> .,told me how lucky I was to be alive,told,me,Def,pronoun,Anim,how lucky I was to be alive,Indef,non,Inanim
but A C C pays them more than what they'd pay a non . E P N -,pays them more than what they'd pay a non . E P N -,pays,them,Def,pronoun,Anim,more than what they 'd pay a non EPN,Indef,non,Inanim
they can charge you a surcharge,charge you a surcharge,charge,you,Def,pronoun,Anim,a surcharge,Indef,non,Inanim
are you giving them enough homework,giving them enough homework,giving,them,Def,pronoun,Anim,enough homework,Indef,non,Inanim
to give them the opportunities regardless of where thay are -  that's,give them the opportunities,give,them,Def,pronoun,Anim,the opportunities,Def,non,Inanim
and so they didn't they just didn't want to give me the support that they gave Tim in a way .    cos,give me the support that they gave Tim,give,me,Def,pronoun,Anim,the support that they gave Tim,Def,non,Inanim
like we do give Mum quite a bit of shit really,give Mum quite a bit of shit,give,Mum,Def-pn,non,Anim,quite a bit of shit,Indef,non,Inanim
you go and tell them something to shock them and they're,tell them something to shock them,tell,them,Def,pronoun,Anim,something to shock them,Indef,non,Inanim
like if if somebody offered you a job said,offered you a job,offered,you,Def,pronoun,Anim,a job,Indef,non,Inanim
I won't tell you what company we're,tell you what company we're,tell,you,Def,pronoun,Anim,what company we 're,Indef,non,Inanim
<mm hm> you know you can give people the impression that,give people the impression that you really know what you do,give,people,Indef,non,Anim,the impression that you really know what you do,Def,non,Inanim
by Australian standards . and when with your bill they gave you a little wee badge . <mm>,gave you a little wee badge .,gave,you,Def,pronoun,Anim,a little wee badge,Indef,non,Inanim
you get this woman serves us our soup and she plonked it down on the table and um says,serves us our soup,serves,us,Def,pronoun,Anim,our soup,Def,non,Inanim
oh . and I sent them a whole lot of photos and stuff and .,sent them a whole lot of photos and stuff,sent,them,Def,pronoun,Anim,a whole lot of photos,Indef,non,Inanim
cos I sent her all these kind of photos and stuff when she was here .,sent her all these kind of photos and stuff,sent,her,Def,pronoun,Anim,all these photos,Def,non,Inanim
and I was wishing her a happy birthday and all of them Merry Christmas and all those sorts of things,wishing her a happy birthday and all of them Merry Christmas,wishing,her,Def,pronoun,Anim,a happy birthday,Indef,non,Inanim
he'd given us all these instructions on the raft like,given us all these instructions,given,us,Def,pronoun,Anim,all these instructions,Def,non,Inanim
so it's kind of strange a Canadian showing New Zealanders New Zealand .,showing New Zealanders New Zealand .,showing,New Zealanders,Def-pn,non,Anim,New Zealand,Def-pn,non,Inanim
but it was a lot of fun but they just didn't tell us what was going on . so,tell us what was going on .,tell,us,Def,pronoun,Anim,what was going on,Indef,non,Inanim
gave her some bruises . and bandaged it up .,gave her some bruises .,gave,her,Def,pronoun,Anim,some bruises,Indef,non,Inanim
and they don't give you time to cope with the pain .,give you time to cope with the pain .,give,you,Def,pronoun,Anim,time to cope with the pain,Indef,non,Inanim
<mm> and they're such ordinary people and they teach you a lot of Maori language . and -,teach you a lot of Maori language .,teach,you,Def,pronoun,Anim,a lot of Maori language,Indef,non,Inanim
I can't tell you that . it was too embarrassing .,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
but you're feeding them solid food and everything,feeding them solid food,feeding,them,Def,pronoun,Anim,solid food,Indef,non,Inanim
he taught me how to collec- how to get to pick a shell up off the beach any shell .,taught me how to collec- how to get to pick a shell up off the beach any shell . and to identify what it was,taught,me,Def,pronoun,Anim,how to get to pick a shell up off the beach any shell and to identify what it was,Indef,non,Inanim
um took music lessons with some other kids at . hom home but she was teaching them the piano accordion but she also did piano lessons . an' so I .,teaching them the piano accordion,teaching,them,Def,pronoun,Anim,the piano accordion,Def,non,Inanim
she taught me .,taught me . piano,taught,me,Def,pronoun,Anim,piano,Indef,non,Inanim
an' we teach them how to increase their strength .,teach them how to increase their strength .,teach,them,Def,pronoun,Anim,how to increase their strength,Indef,non,Inanim
w' also learnt what happens to calves if you gave them too much thinking that you were being kind .,gave them too much,gave,them,Def,pronoun,Anim,too much,Indef,non,Inanim
problems an' you had to feed them lots of electrolytes 'n water 'n,feed them lots of electrolytes,feed,them,Def,pronoun,Anim,lots of electrolytes,Indef,non,Inanim
that was quite hard an' we used to feed them egg yolks,feed them egg yolks,feed,them,Def,pronoun,Anim,egg yolks,Indef,non,Inanim
just gave me the wrong impression an' then I realised that the women were doing it too,gave me the wrong impression,gave,me,Def,pronoun,Anim,the wrong impression,Def,non,Inanim
