Unnamed: 0,Context,Response.variable,Possessor,Possessum,morph_case
888,his way of connecting it with $one$'s &own lives& and thinking about one's say grandparents or especially- i'm thinking of one of the lectures on world-war-one,s-genitive,one,own lives,gen
889,his way of connecting it with $one$'s own lives and thinking about one's say &grandparents& or especially- i'm thinking of one of the lectures on world-war-one,s-genitive,one,grandparents,gen
890,it might be of interest to your &work& or $your colleague$'s work.,s-genitive,your colleague,work,gen
891,"i 've never- have been myself, but have been in the forefront of um of $women$'s &issues& and women's rights in ontario. ",s-genitive,women,issues,gen
892,"i 've never- have been myself, but have been in the forefront of um of $women$'s issues and women's &rights& in ontario. ",s-genitive,women,rights,gen
893,"i 'm a great believer in $jane-jacob$'s &earlier writings& in terms of ""there 's activity, you 're safe.""",s-genitive,jane-jacob,earlier writings,gen
894,$my mother and i$'s &circumstance& obviously made sense. ,s-genitive,my mother and i,circumstance,gen
895,sadly it involves $a child$ 's &death&.,s-genitive,a child,death,gen
896,"but you-know you read or you see if say, $general-grant$'s &leadership sequence& or lincoln's leadership,",s-genitive,general-grant,leadership sequence,gen
897,"but you-know you read or you see if say, general-grant's &leadership& sequence or $lincoln$'s leadership,",s-genitive,lincoln,leadership,gen
898,i was $lord-kitchener$'s &valet& in term of carnaby-street and buying trendy clothes and this-that-and-the-other and it was- it was a fun time.,s-genitive,lord-kitchener,valet,gen
899,so we w-- saw $anne-frank$'s &house& and the canals of course ,s-genitive,anne-frank,house,gen
900,"and that 's still we 're talking $lester-pearson$'s &day&, that began- people became more cosmopolitan and more comfortable",s-genitive,lester-pearson,day,gen
901,and then we spent the rest of the evening just sitting on the- on $people$'s &porches& chatting.,s-genitive,people,porches,gen
902,"and we just sat on $my neighbour$'s &porch& just chatting,",s-genitive,my neighbour,porch,gen
903,$my next door neighbour$'s &grandkids& are- are older too-,s-genitive,my next door neighbour,grandkids,gen
904,"this is $this guy$'s &job& and he doesn 't go back,",s-genitive,this guy,job,gen
905,i 'm not overly optimistic about $people$'s &behaviour&,s-genitive,people,behaviour,gen
906,my childhood wasn 't exactly um untroubled because of $my parents$' &circumstances&,s-genitive,my parents,circumstances,gen
907,"who say, maybe &the parents& of $only children$, as we were, who",of-genitive,only children,the parents,gen
908,any more than &the usual stupidity& of $people$ (inc).,of-genitive,people,the usual stupidity,gen
909,"with the everyday events that happen in $people$'s &lives&,",s-genitive,people,lives,gen
910,"all of the demonstrations that began to happen uh, during $nixon$'s &time& and the soldiers would come home ",s-genitive,nixon,time,gen
911,"to do with &the rebellion& of $children$, you-know-what-i-mean,",of-genitive,children,the rebellion,gen
912,to the left i see $a loon$'s &head& just popping through the water,s-genitive,a loon,head,gen
913,teaching me how to remember $people$'s &names&.,s-genitive,people,names,gen
914,that's how you got- would remember $people$'s &names& and-stuff,s-genitive,people,names,gen
915,"and that was $my dad$'s &brother&, charles-gilmore",s-genitive,my dad,brother,gen
916,"with the ah $the groom$'s &father&, evan's dad,",s-genitive,the groom,father,gen
917,"with the ah the groom's father, $evan$'s &dad&,",s-genitive,evan,dad,gen
918,and celebrating $his son$'s &wedding&,s-genitive,his son,wedding,gen
919,happened to be $doug$'s &french teacher& and-stuff-like-that,s-genitive,doug,french teacher,gen
920,and $matthew$'s &french teacher& as well,s-genitive,matthew,french teacher,gen
921,"and uh, $kate$'s &brother& rob,",s-genitive,kate,brother,gen
922,do you think he was the um dominant male of th$e pack?&$&was the um dominant male of the pack? ,of-genitive,the pack,the dominant male,gen
923,and she said the crate was at $the lady$'s &house&.,s-genitive,the lady,house,gen
924,...so she's probably going back to $the lady$'s &house& to pick up the crate. ,s-genitive,the lady,house,gen
925,well czar's going to have $angie-mary-louise$'s &new bed&. (angie=dog),s-genitive,angie-mary-louise,new bed,gen
926,well $val$'s &niece&- ,s-genitive,val,niece,gen
927,"um, $val$'s &niece&, her brother's daughter bought a kawasaki,",s-genitive,val,niece,gen
928,"...um, val's niece, $her brother$'s &daughter& bought a kawasaki,",s-genitive,her brother,daughter,gen
929,$my girlfriend$'s &niece& ,s-genitive,my girlfriend,niece,gen
930,"she said ""well we have $my son$'s &pick-up truck& this weekend,",s-genitive,my son,pick-up truck,gen
931,"it 'll be all gone, it 'll be like $a baby$'s &bum&.  ",s-genitive,a baby,bum,gen
932,"and this afternoon, i went to $doll$'s &house& to have a shower",s-genitive,doll,house,gen
933,"well he's, $val$'s &husband&. ",s-genitive,val,husband,gen
934,"but um, it was a section of $my grandfather$'s &property&.",s-genitive,my grandfather,property,gen
935,"ah, it was $my grandfather$'s &family home&.",s-genitive,my grandfather,family home,gen
936,and i can't remember $the great-grandfather$'s &name&.,s-genitive,the great-grandfather,name,gen
937,"my $uncle cameron$'s &wife nan&, who is still alive, and i think she's ninety-three,",s-genitive,uncle cameron,wife nan,gen
938,ah aunt-nan and uncle-cameron's ho&use w&as almost the last hous$$eron's house was almost the last house,s-genitive,aunt-nan and uncle cameron,house,gen
939,"my cousin isaac, who is the second oldest of $cameron and nan$'s ah, &children& um, loved horses.",s-genitive,cameron and nan,children,gen
940,"and because of $aunt nan$'s &connection& with scotland, ah they decided they wanted the ah, the mackenzie tartan,",s-genitive,aunt nan,connection,gen
941,$dad$'s &mother& was a first world war bride from edinburough.,s-genitive,dad,mother,gen
942,i often wonder there were three- four children in- in $dad$'s &family&.,s-genitive,dad,family,gen
943,"he wanted to stay in touch with $his mother$'s &brothers and sisters& and so to this day i still ah maintain the- the family ties,",s-genitive,his mother,brothers and sisters,gen
944,"it's funny how you remember this, $mrs. brown$'s &class of grade-one&.",s-genitive,mrs. brown,class of grade-one,gen
945,"ah, provide, um, at the $tim-horton$'s &tent&. making sure that there's coffee, and ah muffins and timbits and-things-like-that.",s-genitive,tim-horton,tent,gen
946,they (cough)- she could feel &the weight& of $the doctor$ on her while she was pushing it out.,of-genitive,the doctor,the weight,gen
947,"...and they bought my grandfather 's- grandmother and grandfather's fa&rm$$&ther 's- grandmother and grandfather's farm,",s-genitive,my grandmother and grandfather,farm,gen
948,"then she wanted to adopt $someone else$'s &child& and it went on and on,",s-genitive,someone else,child,gen
949,and get &clothes& which is $rich people$'s clothes and buy them for me,s-genitive,rich people,clothes,gen
950,knocked my head- kids' he&ads a&gainst a wall drunk or something and you can phone children's-ai$$d my head- kids' heads against a wall drunk or something and you can phone children's-aid,s-genitive,my kids,heads,gen
951,it was $satan$'s &choice&. ,s-genitive,satan,choice,gen
952,and one day he takes me to $the wife$'s &house&- the other wife who had four children-,s-genitive,the wife,house,gen
953,i used to go to see her- $them$'s &parents& before she married into that family.,s-genitive,them,parents,gen
954,"in tokyo, a girl slit $a kid$'s &throat& in school.",s-genitive,a kid,throat,gen
955,"i was at $the doctor$'s &office& over here, decided to change to this doctor ",s-genitive,the doctor,office,gen
956,and ah i sat down in $the doctor$'s &office& and there 's a kid right beside me ,s-genitive,the doctor,office,gen
957,we didn 't know these clothes were in $john$'s &house& ,s-genitive,john,house,gen
958,he couldn 't go out of $my daughter$'s &house& 'cause she doesn 't like his drinking,s-genitive,my daughter,house,gen
959,i would go insane. i decided that in about- i 'd be good for half an hour and then i 'd start eating $people$'s &heads&.,s-genitive,people,heads,gen
960,"the only $people$ you ever would see in the area, in the neighbourhood, were the gar-- the gardeners, the guys that were coming to clean people's &pools&.",s-genitive,people,pools,gen
961,i-mean $steven$'s &mother& has been there a few times and we haven 't gone.,s-genitive,steven,mother,gen
962,you-know i 'm really torn between the- &the traditions& of $the parents$  and when- so i know- i know that happens.,of-genitive,the parents,the traditions,gen
963,but my school was $the kids$' &generally first school&.,s-genitive,the kids,generally first school,gen
964,i know $my mother$'s &family& came from england and they came originally to toronto,s-genitive,my mother,family,gen
965,this is $jake$'s &nephew&.,s-genitive,jake,nephew,gen
966,$my dad$'s &cousin&.,s-genitive,my dad,cousin,gen
967,"well like $jake$'s &grandmother&, all ties were severed-",s-genitive,jake,grandmother,gen
968,my sister was the first female in both $my mom and my dad$'s &side& of the family to go to university.,s-genitive,my mom and my dad,side,gen
969,"i was totally amazed at um &the prosperity& of $germans$, i thought, ""oh, gee!""",of-genitive,germans,the prosperity,gen
970,"my ah father's fa&mily w&as from ah, trenton$$ther's family was from ah, trenton.",s-genitive,my father,family,gen
971,and $my mother$'s &family&'s from wooler.,s-genitive,my mother,family,gen
972,"and you got $everybody$'s &marbles& if you were the closest of if you hit the bonker,",s-genitive,everybody,marbles,gen
973,$the child$'s &literacy& was kind-of in your hands.,s-genitive,the child,literacy,gen
974,"so i thought, ""if i go to a smaller place, you become involved in $other people$'s &lives&"",",s-genitive,other people,lives,gen
975,"ah meeting $people$'s &relatives& and invited here and go there, and it was amazing, ah it was just amazing.",s-genitive,people,relatives,gen
976,"i went to the lar-exchange, and $the lady$'s &house& that we stayed in, i just- i thought holy man,",s-genitive,the lady,house,gen
977,$my father$'s &parents& came from kiev,s-genitive,my father,parents,gen
978,$my m&other$&'s um mother came from ah minsk,s-genitive,my mother,mother,gen
979,we um found out from $my husband$'s &mother& that his father had grown up two streets north of here,s-genitive,my husband,mother,gen
980,"obviously more formal than say when i 'm talking to $my sister$'s &step-children& or something like that,",s-genitive,my sister,step-children,gen
981,the kids laugh because i was try- trying to get $somebody$'s &attention&.,s-genitive,somebody,attention,gen
982,um $my father$'s &family& came to canada in the late seventeen-hundreds ,s-genitive,my father,family,gen
983,"my- $my father$'s &family&, before he came along, were all in the printing business.",s-genitive,my father,family,gen
984,um my fa-- $my mother$'s &father& was a- a sergeant in the o-p-p. ,s-genitive,my mother,father,gen
985,this is according to $betty$'s &mother& who grew up here. ,s-genitive,betty,mother,gen
986,um $my father$'s &people& did help build some of the-annex.,s-genitive,my father,people,gen
987,"i think, $other people$'s &parents& didn µt talk about. ",s-genitive,other people,parents,gen
988,and the same with $my son$'s &children&. ,s-genitive,my son,children,gen
989,"but anyhow, $mary-kay$'s &kids&, who are just finishing grade-seven,",s-genitive,mary-kay,kids,gen
990,"and $my father$'s &people& had been in canada, s-- and- and is again a scottish background.",s-genitive,my father,people,gen
