accuLine,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
taking that on I didn't tell &how bad it was& to $her$,tell her how bad it was .,tell,her,Def,pronoun,Anim,how bad it was,Indef,non,Inanim
um . gonna give &a royal welcome& to $her$,give her a royal welcome .,give,her,Def,pronoun,Anim,a royal welcome,Indef,non,Inanim
I'd let me pig dogs go to give &a run& to $them$ they'd been tied up -,give them a run,give,them,Def,pronoun,Anim,a run,Indef,non,Inanim
so I thought well I'll have to give it a I'll give &another go& to $it$ to put them down the hill and .,give it another go,give,it,Def,pronoun,Inanim,another go,Indef,non,Inanim
and ahh . back he come Dad sent &word& to $him$ of course,sent him word,sent,him,Def,pronoun,Anim,word,Indef,non,Inanim
and I never eh found anyone yet who could tell &where the Boatman was& to $me$,tell me where the Boatman was .,tell,me,Def,pronoun,Anim,where the Boatman was,Indef,non,Inanim
well the very earliest I can't cannot remember but I could give &it& to $you$ from eh the history of a book written in eighty seven by Vincent Pike,give you it,give,you,Def,pronoun,Anim,it,Def,pronoun,Inanim
but he wouldn't give &any indication where the locality was& to $them$,give them any indication where the locality was,give,them,Def,pronoun,Anim,any indication where the locality was,Indef,non,Inanim
. thirty forty feet in the air . they would give &a packet of crackers& to $you$ you had to light that packet of crackers,give you a packet of crackers,give,you,Def,pronoun,Anim,a packet of crackers,Indef,non,Inanim
. he ahh he he did give &some of his real Chinese language& to $us$ then,give us some of his real Chinese language,give,us,Def,pronoun,Anim,some of his real Chinese language,Indef,non,Inanim
over passing a vote of censure on him I think Mr Munro could tell &that story& to $you$,tell you that story,tell,you,Def,pronoun,Anim,that story,Def,non,Inanim
. I think they used to call it ahh oh I won't give &that name& to $it$ but you know what I mean well they would back one horse to do something before the other,give it that name,give,it,Def,pronoun,Inanim,that name,Def,non,Inanim
. and after a dust storm they would simply give &the wheelbarrow and the shovel& to $him$ and they would wheel out the sand,give him the wheelbarrow and the shovel,give,him,Def,pronoun,Anim,the wheelbarrow and the shovel,Def,non,Inanim
and send &the money& to $them$ which he did .,send them the money,send,them,Def,pronoun,Anim,the money,Def,non,Inanim
they would give &sugar& to $you$ if you had too mo much sugar you could . exchange it to for them <yes>,give you sugar,give,you,Def,pronoun,Anim,sugar,Indef,non,Inanim
the people . told &what he thought of them& to $them$,told them what he thought of them,told,them,Def,pronoun,Anim,what he thought of them,Indef,non,Inanim
I can tell &rather a good joke about him& to $you$ he was an illiterate man of course .,tell you rather a good joke about him,tell,you,Def,pronoun,Anim,rather a good joke about him,Indef,non,Inanim
and going at  all the time we stopped a while on the road on account of the horses and give &a bit of feed& to $them$,give them a bit of feed .,give,them,Def,pronoun,Anim,a bit of feed,Indef,non,Inanim
well . I'll tell &that& to $you$,tell you that .,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
and if you'd go in she would make &a cup of tea and a bit of cake& to $you$,make you a cup of tea and a bit of cake .,make,you,Def,pronoun,Anim,a cup of tea and a bit of cake,Indef,non,Inanim
I don't know exactly I can't tell &just exactly the port it sailed from& to $you$,tell you just exactly the port it sailed from,tell,you,Def,pronoun,Anim,just exactly the port it sailed from,Indef,non,Inanim
I couldn't tell &what dishes they had& to $you$ though I,tell you what dishes they had,tell,you,Def,pronoun,Anim,what dishes they had,Indef,non,Inanim
oh I couldn't tell &that& to $you$ <no>,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
oh I well couldn't tell &what they varied& to $you$ so --,tell you what they varied,tell,you,Def,pronoun,Anim,what they varied,Indef,non,Inanim
ahh . well I couldn't tell &what else he had& to $you$,tell you what else he had .,tell,you,Def,pronoun,Anim,what else he had,Indef,non,Inanim
ahh ahh probably to um give &some food or a drink or something& to $them$,give them some food or a drink or something .,give,them,Def,pronoun,Anim,some food or a drink or something,Indef,non,Inanim
so to give &the appearance of age& to $them$,give them the appearance of age .,give,them,Def,pronoun,Anim,the appearance of age,Def,non,Inanim
but um . th ahh Cowan gives &that name& to $him$ and says that his wife was Kahurere .,gives him that name,gives,him,Def,pronoun,Anim,that name,Def,non,Inanim
and he said he would tell &how to get their mother back& to $them$,tell them how to get their mother back .,tell,them,Def,pronoun,Anim,how to get their mother back,Indef,non,Inanim
them .  in teaching &the Christian religion& to $the Maori$ and also in teaching him Pakeha civilisation -,teaching the Maori the Christian religion,teaching,the Maori,Def,non,Anim,the Christian religion,Def,non,Inanim
them .  in teaching the Maori the Christian religion and also in teaching &Pakeha civilisation& to $him$,teaching him Pakeha civilisation -,teaching,him,Def,pronoun,Anim,Pakeha civilisation,Def-pn,non,Inanim
and Williams offered &a whale boat& to $him$ so that he could go by himself but .,offered him a whale boat,offered,him,Def,pronoun,Anim,a whale boat,Indef,non,Inanim
will give &some idea perhaps of weather conditions here& to $you$ was that . Lake Waihola .,give you some idea perhaps of weather conditions here,give,you,Def,pronoun,Anim,some idea perhaps of weather conditions here,Indef,non,Inanim
he ahh . was I can't tell &much more than that& to $you$ except that .,tell you much more than that,tell,you,Def,pronoun,Anim,much more than that,Indef,non,Inanim
and Sir George Grey . give father permission . to sell &this beer& to $the Maoris$,sell the Maoris this beer .,sell,the Maoris,Def,non,Anim,this beer,Def,non,Inanim
so when we got there um I showed &this lovely seam of coal& to $Mr White$,showed Mr White this lovely seam of coal,showed,Mr White,Def-pn,non,Anim,this lovely seam of coal,Def,non,Inanim
was w~ I'm telling &those things& to $you$ those what my father told me you see <yes>,telling you those things,telling,you,Def,pronoun,Anim,those things,Def,non,Inanim
he used to give &a lump& to $me$ but  oh he was,give me a lump,give,me,Def,pronoun,Anim,a lump,Indef,non,Inanim
but the like of Tom Picket he could tell &yarns& to $you$ by the dozen,tell you yarns,tell,you,Def,pronoun,Anim,yarns,Indef,non,Inanim
oh well a man came round to try and sell &one& to $me$,sell me one .,sell,me,Def,pronoun,Anim,one,Indef,pronoun,Inanim
they'd . sometimes give &a bit of a chase& to $us$ we'd run away but .,give us a bit of a chase,give,us,Def,pronoun,Anim,a bit of a chase,Indef,non,Inanim
and to give &an indication of the colourful times as they existed in those days& to $you$,give you an indication of the colourful times as they existed in those days .,give,you,Def,pronoun,Anim,an indication of the colourful times as they existed in those days,Indef,non,Inanim
went to Mr Goodall because as soon as he handed &the loaf& to $you$ he . here parley boy .,handed you the loaf,handed,you,Def,pronoun,Anim,the loaf,Def,non,Inanim
really good . business men and they came in and they gave &a price& to $you$ well .,gave you a price,gave,you,Def,pronoun,Anim,a price,Indef,non,Inanim
and the draper got four pence off them they cost &six and tuppence& to $him$ and he got six and sixpence for them .,cost him six and tuppence,cost,him,Def,pronoun,Anim,six and tuppence,Indef,non,Inanim
oh well sir we'll give &six and six& to $them$ this time only don't come back at that price again .,give them six and six,give,them,Def,pronoun,Inanim,six and six,Indef,non,Inanim
they would simply give &what you asked& to $you$ straight away .,give you what you asked,give,you,Def,pronoun,Anim,what you asked,Indef,non,Inanim
no we give &so and so& to $you$,give you so and so .,give,you,Def,pronoun,Anim,so and so,Indef,non,Inanim
I'll show &how& to $you$ he says you get under .,show you how,show,you,Def,pronoun,Anim,how,Indef,non,Inanim
and ah gave &a good deal of bother& to $them$ for a while as did the Bank of New Zealand the Bank of New Zealand .,gave them a good deal of bother,gave,them,Def,pronoun,Inanim,a good deal of bother,Indef,non,Inanim
they gave &a bill& to $you$ at three months .,gave you a bill,gave,you,Def,pronoun,Anim,a bill,Indef,non,Inanim
. that had told &the news& to $me$ and ah I think he must be dead,told me the news,told,me,Def,pronoun,Anim,the news,Def,non,Inanim
<mm hmm> and he'd pay &three pound a week& to $a man$ to sit down and drink with him,pay a man three pound a week,pay,a man,Indef,non,Anim,three pound a week,Indef,non,Inanim
. he'd came . so he showed &his hands& to $me$ and it wasn't the joint in his fingers that hadn't been broken at some time or other,showed me his hands,showed,me,Def,pronoun,Anim,his hands,Def,non,Inanim
. in a little house empty house across the road from me an we I gave &rugs& to $him$,gave him rugs,gave,him,Def,pronoun,Anim,rugs,Indef,non,Inanim
<mm hmm> and he told &a lot about the early days& to $me$,told me a lot about the early days,told,me,Def,pronoun,Anim,a lot about the early days,Indef,non,Inanim
<yes> so he ah - found that he couldn't work the gold so he he got me to come down with him and he showed &a very rich patch that I could get gold in& to $me$,showed me a very rich patch that I could get gold in,showed,me,Def,pronoun,Anim,a very rich patch that I could get gold in,Indef,non,Inanim
<yes> and then he followed over here with the first miners and it's he told &a lot about the early days up here& to $me$ too,told me a lot about the early days up here,told,me,Def,pronoun,Anim,a lot about the early days up here,Indef,non,Inanim
they'd be able to tell &quite a few stories about them& to $you$   yes,tell you quite a few stories about them,tell,you,Def,pronoun,Anim,quite a few stories about them,Indef,non,Inanim
no I couldn't tell &that& to $you$ <no>,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
but uh . uh and I couldn't tell &how he managed to come directly to Arrowtown& to $you$,tell you how he managed to come directly to Arrowtown .,tell,you,Def,pronoun,Anim,how he managed to come directly to Arrowtown,Indef,non,Inanim
I remember as a very small boy and uh tell &this& to $you$,tell you this ?,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
and uh the doctor gave &temporary relief& to $them$ and uh .,gave them temporary relief,gave,them,Def,pronoun,Anim,temporary relief,Indef,non,Inanim
yes oh well I can tell &something before his time& to $you$ <good>  as,tell you something before his time,tell,you,Def,pronoun,Anim,something before his time,Indef,non,Inanim
suppose tomorrow I could tell &half a dozen& to $you$,tell you half a dozen,tell,you,Def,pronoun,Anim,half a dozen,Indef,non,Inanim
B: oh I can tell &a funny little story in connection with it& to $you$ if you like .,tell you a funny little story in connection with it,tell,you,Def,pronoun,Anim,a funny little story in connection with it,Indef,non,Inanim
now I could go uhh .  I've given &enough& to $you$ you can .,given you enough,given,you,Def,pronoun,Anim,enough,Indef,non,Inanim
six or seven months - give &a trial& to $them$,give them a trial .,give,them,Def,pronoun,Anim,a trial,Indef,non,Inanim
Mr Woollams he give &half a crown& to $me$ and Mr Cadman give me two and six,give me half a crown,give,me,Def,pronoun,Anim,half a crown,Indef,non,Inanim
Mr Woollams he give me half a crown and Mr Cadman give &two and six& to $me$,give me two and six,give,me,Def,pronoun,Anim,two and six,Indef,non,Inanim
. to give &a hand& to $him$,give him a hand .,give,him,Def,pronoun,Anim,a hand,Indef,non,Inanim
so he brought &one& to $us$ and me father said all right bring me up one and he brought it up .,brought us one,brought,us,Def,pronoun,Anim,one,Indef,pronoun,Anim
he wanted a pick and someone lent &one& to $him$,lent him one .,lent,him,Def,pronoun,Anim,one,Indef,pronoun,Inanim
he'd give &lawyers advice& to $them$,give them lawyers advice .,give,them,Def,pronoun,Anim,lawyers advice,Indef,non,Inanim
oh I can't tell &very much about it& to $you$ except that ahh .,tell you very much about it,tell,you,Def,pronoun,Anim,very much about it,Indef,non,Inanim
but he never told &that& to $the passengers$ what he used to .,told the passengers that,told,the passengers,Def,non,Anim,that,Def,pronoun,Inanim
went and got two bushels oats . give &a mix in with the chaff& to $it$,give it a mix in with the chaff,give,it,Def,pronoun,Inanim,a mix in with the chaff,Indef,non,Inanim
had to give &thirty five bob& to $him$ to take it .,give him thirty five bob,give,him,Def,pronoun,Anim,thirty five bob,Indef,non,Inanim
he wanted give me to give &ten bob& to $him$,give him ten bob .,give,him,Def,pronoun,Anim,ten bob,Indef,non,Inanim
but he'd beat them anyhow oh they'd give &so much& to $him$ to get away at the finish didn't they .,give him so much,give,him,Def,pronoun,Anim,so much,Indef,non,Inanim
the men used to sit on him <[unclear]> and give &a really bad time& to $him$,give him a really bad time .,give,him,Def,pronoun,Anim,a really bad time,Indef,non,Inanim
somebody just said to her oh ask Miss Mason what she can tell you . well I said I can't tell &very much& to $you$,tell you very much .,tell,you,Def,pronoun,Anim,very much,Indef,non,Inanim
